year,"last_name, first_name",player_id,pitch_hand,api_pitch_type,n_pitches,release_speed,spin_rate,movement_inches,alan_active_spin_pct,active_spin,hawkeye_measured,movement_inferred,api_pitch_name,active_spin_formatted,hawkeye_measured_clock_minutes,movement_inferred_clock_minutes,diff_measured_inferred,diff2,diff_measured_inferred_minutes,hawkeye_measured_clock_hh,hawkeye_measured_clock_mm,movement_inferred_clock_hh,movement_inferred_clock_mm,diff_clock_hh,diff_clock_mm,hawkeye_measured_clock_label,movement_inferred_clock_label,diff_clock_label
,"Helsley, Ryan",664854,R,FF,341,99.7,2642,18.4,0.843077384,0.900792958,197.1522105,191.5592836,4-Seam Fastball,90,690,690,5.592926905,5.592926905,0,11,30,11,30,0,0,11:30,11:30, 0H 00M
,"Holton, Tyler",663947,L,FF,326,91.5,2167,16.4,0.789598211,0.866840113,153.8661662,165.9427206,4-Seam Fastball,87,765,750,-12.07655445,12.07655445,15,12,45,12,30,0,15,12:45,12:30,+0H 15M
,"Jiménez, Joe",641729,R,FF,582,95.3,2431,19.8,0.932978598,0.948210342,211.5138562,208.3008141,4-Seam Fastball,95,660,660,3.213042041,3.213042041,0,11,0,11,0,0,0,11:00,11:00, 0H 00M
,"Keller, Mitch",656605,R,FF,813,95.2,2377,17.2,0.805069117,0.874293494,220.7788814,213.2063235,4-Seam Fastball,87,645,660,7.572557982,7.572557982,-15,10,45,11,0,0,15,10:45,11:00,-0H 15M
,"King, Michael",650633,R,FF,368,94.8,2396,16.5,0.762426887,0.832901867,214.6871404,203.7692572,4-Seam Fastball,83,645,675,10.91788316,10.91788316,-30,10,45,11,15,0,30,10:45,11:15,-0H 30M
,"Kirby, George",669923,R,FF,1076,96.1,2209,17,0.809369687,0.882166042,216.2593358,210.6323958,4-Seam Fastball,88,645,660,5.626939982,5.626939982,-15,10,45,11,0,0,15,10:45,11:00,-0H 15M
,"Littell, Zack",641793,R,FF,415,94.1,2068,18.9,0.924063939,0.972200168,210.5440416,207.3587798,4-Seam Fastball,97,660,660,3.18526188,3.18526188,0,11,0,11,0,0,0,11:00,11:00, 0H 00M
,"Lyles, Jordan",543475,R,FF,809,91.2,2251,16.8,0.794561453,0.87017054,207.2146308,201.9725344,4-Seam Fastball,87,660,675,5.242096408,5.242096408,-15,11,0,11,15,0,15,11:00,11:15,-0H 15M
,"López, Pablo",641154,R,FF,1040,94.9,2262,14.7,0.705833479,0.754706023,211.4729217,200.643532,4-Seam Fastball,75,660,675,10.82938974,10.82938974,-15,11,0,11,15,0,15,11:00,11:15,-0H 15M
,"Manning, Matt",666159,R,FF,561,93.4,2136,16.3,0.808777085,0.901694999,199.4992802,192.7679403,4-Seam Fastball,90,675,690,6.731339891,6.731339891,-15,11,15,11,30,0,15,11:15,11:30,-0H 15M
,"Megill, Tylor",656731,R,FF,1224,94.9,2125,16.4,0.79512827,0.893403316,209.4660597,209.5086242,4-Seam Fastball,89,660,660,-0.042564555,0.042564555,0,11,0,11,0,0,0,11:00,11:00, 0H 00M
,"Miller, Bobby",676272,R,FF,564,99,2341,18.5,0.900738859,0.993335796,211.8020289,208.8113686,4-Seam Fastball,99,660,660,2.990660327,2.990660327,0,11,0,11,0,0,0,11:00,11:00, 0H 00M
,"Miller, Bryce",682243,R,FF,1218,95.1,2591,18.3,0.815266354,0.854077682,196.5381044,191.4219848,4-Seam Fastball,85,690,690,5.116119563,5.116119563,0,11,30,11,30,0,0,11:30,11:30, 0H 00M
,"Moran, Jovani",663558,L,FF,335,93.3,2268,17.3,0.823373527,0.894983808,163.3340868,167.4678275,4-Seam Fastball,89,750,750,-4.133740703,4.133740703,0,12,30,12,30,0,0,12:30,12:30, 0H 00M
,"Murphy, Chris",669684,L,FF,329,93.9,2275,16.2,0.755137312,0.91581271,153.0578461,156.2839853,4-Seam Fastball,92,60,765,-3.22613916,3.22613916,15,1,0,12,45,0,15,1:00,12:45,+0H 15M
,"Musgrove, Joe",605397,R,FF,359,93,2581,12.9,0.569865074,0.660993893,207.946438,197.8289198,4-Seam Fastball,66,660,690,10.11751815,10.11751815,-30,11,0,11,30,0,30,11:00,11:30,-0H 30M
,"Nardi, Andrew",677053,L,FF,580,94.6,2277,16.7,0.784632444,0.863742191,151.7175229,163.5176894,4-Seam Fastball,86,60,750,-11.80016647,11.80016647,30,1,0,12,30,0,30,1:00,12:30,+0H 30M
,"Okert, Steven",595345,L,FF,392,93.8,2237,16.8,0.794364083,0.90839863,138.3074167,146.7720238,4-Seam Fastball,91,90,60,-8.464607174,8.464607174,30,1,30,1,0,0,30,1:30,1:00,+0H 30M
,"Oviedo, Johan",670912,R,FF,1164,95.8,2269,14,0.675955702,0.771453554,214.2638038,227.1310028,4-Seam Fastball,77,645,630,-12.86719893,12.86719893,15,10,45,10,30,0,15,10:45,10:30,+0H 15M
,"Paxton, James",572020,L,FF,945,95.2,2206,18.8,0.903456797,0.981405498,134.8408814,138.635619,4-Seam Fastball,98,90,90,-3.79473762,3.79473762,0,1,30,1,30,0,0,1:30,1:30, 0H 00M
,"Pearson, Nate",663878,R,FF,452,97.9,2304,18.8,0.888826403,0.947174029,210.488799,204.5544334,4-Seam Fastball,95,660,675,5.93436569,5.93436569,-15,11,0,11,15,0,15,11:00,11:15,-0H 15M
,"Pivetta, Nick",601713,R,FF,1200,94.6,2347,20,0.919728888,0.96924984,194.8988062,192.1119031,4-Seam Fastball,97,690,690,2.786903076,2.786903076,0,11,30,11,30,0,0,11:30,11:30, 0H 00M
,"Scherzer, Max",453286,R,FF,1138,93.7,2360,18.9,0.881147426,0.937380091,222.1480391,216.464854,4-Seam Fastball,94,630,645,5.683185157,5.683185157,-15,10,30,10,45,0,15,10:30,10:45,-0H 15M
,"Scott, Tanner",656945,L,FF,569,96.8,2598,15.7,0.704384876,0.69575378,149.4725359,165.1563554,4-Seam Fastball,70,60,750,-15.68381943,15.68381943,30,1,0,12,30,0,30,1:00,12:30,+0H 30M
,"Skubal, Tarik",669373,L,FF,437,95.8,2185,16.9,0.826619936,0.963826903,146.3113919,154.139833,4-Seam Fastball,96,60,765,-7.828441095,7.828441095,15,1,0,12,45,0,15,1:00,12:45,+0H 15M
,"Swanson, Erik",657024,R,FF,362,93.7,2266,20.2,0.944776894,0.995677522,212.9196913,212.9030351,4-Seam Fastball,100,660,660,0.016656184,0.016656184,0,11,0,11,0,0,0,11:00,11:00, 0H 00M
,"Urías, Julio",628711,L,FF,815,92.7,2446,16.7,0.760460052,0.786810838,153.8178318,166.298807,4-Seam Fastball,79,765,750,-12.48097519,12.48097519,15,12,45,12,30,0,15,12:45,12:30,+0H 15M
,"Weems, Jordan",607179,R,FF,437,96.2,2108,18.2,0.903242756,0.99273361,210.9134376,204.9524973,4-Seam Fastball,99,660,675,5.960940272,5.960940272,-15,11,0,11,15,0,15,11:00,11:15,-0H 15M
,"Wheeler, Zack",554430,R,FF,1329,95.8,2494,16.3,0.740908741,0.785161496,215.0557576,203.5713081,4-Seam Fastball,79,645,675,11.48444943,11.48444943,-30,10,45,11,15,0,30,10:45,11:15,-0H 30M
,"Abbott, Andrew",671096,L,FF,919,92.7,2210,17.6,0.850494006,0.943830846,150.1605444,152.6886941,4-Seam Fastball,94,60,60,-2.528149702,2.528149702,0,1,0,1,0,0,0,1:00,1:00, 0H 00M
,"Bickford, Phil",641360,R,FF,857,93.7,2354,16.4,0.765475623,0.821142862,212.0919336,201.2300793,4-Seam Fastball,82,660,675,10.86185426,10.86185426,-15,11,0,11,15,0,15,11:00,11:15,-0H 15M
,"Bradford, Cody",674003,L,FF,528,90.4,2121,19.8,0.949487943,0.993525608,151.4542635,155.8857318,4-Seam Fastball,99,60,765,-4.431468262,4.431468262,15,1,0,12,45,0,15,1:00,12:45,+0H 15M
,"Castillo, Luis",622491,R,FF,1343,96.2,2288,18,0.84059894,0.891109731,232.4068793,224.1849473,4-Seam Fastball,89,615,630,8.221932075,8.221932075,-15,10,15,10,30,0,15,10:15,10:30,-0H 15M
,"Cisnero, José",542585,R,FF,361,95.8,2436,18.4,0.858700264,0.897372137,222.3299556,215.8759491,4-Seam Fastball,90,630,645,6.454006477,6.454006477,-15,10,30,10,45,0,15,10:30,10:45,-0H 15M
,"Cortes, Nestor",641482,L,FF,553,91.6,2273,19.4,0.884378562,0.949899365,162.3746376,167.7298061,4-Seam Fastball,95,750,750,-5.355168547,5.355168547,0,12,30,12,30,0,0,12:30,12:30, 0H 00M
,"Cruz, Fernando",518585,R,FF,385,94.3,2229,17.9,0.860785855,0.936134041,213.6151808,206.6068924,4-Seam Fastball,94,660,660,7.008288497,7.008288497,0,11,0,11,0,0,0,11:00,11:00, 0H 00M
,"Curry, Xzavion",675540,R,FF,722,92.5,2102,18,0.873361095,0.973513511,192.9661751,188.9508488,4-Seam Fastball,97,690,705,4.015326301,4.015326301,-15,11,30,11,45,0,15,11:30,11:45,-0H 15M
,"Falter, Bailey",663559,L,FF,570,90.7,2029,17.5,0.850822503,0.954182372,172.4593577,175.1791463,4-Seam Fastball,95,735,735,-2.719788593,2.719788593,0,12,15,12,15,0,0,12:15,12:15, 0H 00M
,"Finnegan, Kyle",640448,R,FF,764,97.3,2037,18.5,0.93482996,0.99023909,217.5791414,218.8344176,4-Seam Fastball,99,645,645,-1.255276278,1.255276278,0,10,45,10,45,0,0,10:45,10:45, 0H 00M
,"Flaherty, Jack",656427,R,FF,1095,93.1,2306,13.1,0.616044273,0.715761507,200.2116289,189.9126402,4-Seam Fastball,72,675,705,10.2989887,10.2989887,-30,11,15,11,45,0,30,11:15,11:45,-0H 30M
,"Freeland, Kyle",607536,L,FF,436,88.8,2344,14.9,0.751710391,0.815394904,146.7787613,154.1326211,4-Seam Fastball,82,60,765,-7.353859856,7.353859856,15,1,0,12,45,0,15,1:00,12:45,+0H 15M
,"Gausman, Kevin",592332,R,FF,1536,94.7,2279,19.7,0.926198414,0.974602096,216.0510637,214.1843162,4-Seam Fastball,97,645,645,1.866747496,1.866747496,0,10,45,10,45,0,0,10:45,10:45, 0H 00M
,"Gilbert, Logan",669302,R,FF,1214,95.7,2000,17.7,0.879910261,0.984385691,203.8236599,201.2234871,4-Seam Fastball,98,675,675,2.600172815,2.600172815,0,11,15,11,15,0,0,11:15,11:15, 0H 00M
,"Giolito, Lucas",608337,R,FF,1327,93.1,2173,18.5,0.887608895,0.98032955,203.2547306,198.080341,4-Seam Fastball,98,675,690,5.174389603,5.174389603,-15,11,15,11,30,0,15,11:15,11:30,-0H 15M
,"Glasnow, Tyler",607192,R,FF,817,96.4,2489,16.3,0.741098634,0.755957842,190.6928807,183.3576344,4-Seam Fastball,76,705,720,7.335246328,7.335246328,-15,11,45,12,0,0,15,11:45,12:00,-0H 15M
,"Gomber, Austin",596295,L,FF,925,90.6,2170,18,0.931776233,0.99465251,151.9884371,155.8224798,4-Seam Fastball,99,60,765,-3.834042659,3.834042659,15,1,0,12,45,0,15,1:00,12:45,+0H 15M
,"Gonsolin, Tony",664062,R,FF,654,92.4,2215,19.2,0.917460237,0.970757755,220.6666004,217.2733513,4-Seam Fastball,97,645,645,3.393249181,3.393249181,0,10,45,10,45,0,0,10:45,10:45, 0H 00M
,"Greene, Hunter",668881,R,FF,1106,98.3,2344,19.2,0.916870389,0.96296757,222.0848013,219.0689847,4-Seam Fastball,96,630,645,3.015816621,3.015816621,-15,10,30,10,45,0,15,10:30,10:45,-0H 15M
,"Grove, Michael",675627,R,FF,374,94.8,2233,17,0.825327391,0.925837431,200.7327134,200.6473516,4-Seam Fastball,93,675,675,0.085361734,0.085361734,0,11,15,11,15,0,0,11:15,11:15, 0H 00M
,"Harvey, Hunter",640451,R,FF,575,98.3,2079,18.3,0.912582052,0.994030105,209.6875007,205.905071,4-Seam Fastball,99,660,675,3.782429669,3.782429669,-15,11,0,11,15,0,15,11:00,11:15,-0H 15M
,"Heaney, Andrew",571760,L,FF,1505,92.5,2413,21.1,0.964750144,0.994113471,124.6162327,128.2352397,4-Seam Fastball,99,105,105,-3.619007018,3.619007018,0,1,45,1,45,0,0,1:45,1:45, 0H 00M
,"Houser, Adrian",605288,R,FF,427,93.3,2195,17.7,0.852114459,0.938284706,219.10761,212.8157697,4-Seam Fastball,94,645,660,6.291840286,6.291840286,-15,10,45,11,0,0,15,10:45,11:00,-0H 15M
,"Jackson, Andre",656578,R,FF,444,94.9,2268,18.9,0.915704044,0.994876337,211.4636837,209.5232439,4-Seam Fastball,99,660,660,1.940439826,1.940439826,0,11,0,11,0,0,0,11:00,11:00, 0H 00M
,"Kelly, Merrill",518876,R,FF,831,92.2,2346,16,0.756593396,0.781190823,220.5586541,208.6245551,4-Seam Fastball,78,645,660,11.93409908,11.93409908,-15,10,45,11,0,0,15,10:45,11:00,-0H 15M
,"Kikuchi, Yusei",579328,L,FF,1211,95.1,2341,18.7,0.872465254,0.917928683,138.8262664,146.6324666,4-Seam Fastball,92,75,60,-7.80620022,7.80620022,15,1,15,1,0,0,15,1:15,1:00,+0H 15M
,"Kimbrel, Craig",518886,R,FF,754,95.8,2357,18.2,0.853451365,0.925489742,220.8547229,216.838275,4-Seam Fastball,93,645,645,4.016447917,4.016447917,0,10,45,10,45,0,0,10:45,10:45, 0H 00M
,"Lambert, Peter",663567,R,FF,631,93.2,2213,17.3,0.889213377,0.973953746,213.6265077,210.0228578,4-Seam Fastball,97,660,660,3.603649945,3.603649945,0,11,0,11,0,0,0,11:00,11:00, 0H 00M
,"Leclerc, José",600917,R,FF,335,95.2,2545,17.9,0.808947647,0.822994173,198.5398257,190.3318935,4-Seam Fastball,82,690,705,8.207932207,8.207932207,-15,11,30,11,45,0,15,11:30,11:45,-0H 15M
,"McGough, Scott",543518,R,FF,619,93.5,2333,19.7,0.939752949,0.983543371,209.7335544,206.8928696,4-Seam Fastball,98,660,660,2.840684835,2.840684835,0,11,0,11,0,0,0,11:00,11:00, 0H 00M
,"Megill, Trevor",656730,R,FF,429,99.1,2537,18.4,0.857975103,0.896859345,198.3636606,196.6934566,4-Seam Fastball,90,690,690,1.670203972,1.670203972,0,11,30,11,30,0,0,11:30,11:30, 0H 00M
,"Mikolas, Miles",571945,R,FF,822,93.3,2275,15.6,0.741460891,0.874031582,209.9270954,202.1150155,4-Seam Fastball,87,660,675,7.812079888,7.812079888,-15,11,0,11,15,0,15,11:00,11:15,-0H 15M
,"Miller, Shelby",571946,R,FF,380,93.5,2302,19.5,0.916668568,0.972183874,211.6033302,209.6204047,4-Seam Fastball,97,660,660,1.982925411,1.982925411,0,11,0,11,0,0,0,11:00,11:00, 0H 00M
,"Neris, Héctor",593576,R,FF,560,93,2429,19.1,0.869549014,0.876520146,215.1612668,207.0601594,4-Seam Fastball,88,645,660,8.10110735,8.10110735,-15,10,45,11,0,0,15,10:45,11:00,-0H 15M
,"Ohtani, Shohei",660271,R,FF,667,96.8,2261,14.2,0.676161719,0.763705465,209.3848886,196.6582982,4-Seam Fastball,76,660,690,12.72659037,12.72659037,-30,11,0,11,30,0,30,11:00,11:30,-0H 30M
,"Ortiz, Luis L.",682847,R,FF,363,96.2,2273,17.2,0.827867547,0.92227334,224.4137533,222.2866054,4-Seam Fastball,92,630,630,2.127147906,2.127147906,0,10,30,10,30,0,0,10:30,10:30, 0H 00M
,"Pagán, Emilio",641941,R,FF,582,95.8,2545,18.9,0.872560804,0.924645606,208.4336345,203.3148857,4-Seam Fastball,92,660,675,5.118748757,5.118748757,-15,11,0,11,15,0,15,11:00,11:15,-0H 15M
,"Rodón, Carlos",607074,L,FF,679,95.3,2343,18.2,0.86400935,0.943568822,153.1661943,158.7611412,4-Seam Fastball,94,60,765,-5.594946909,5.594946909,15,1,0,12,45,0,15,1:00,12:45,+0H 15M
,"Romano, Jordan",605447,R,FF,405,96.7,2326,17.7,0.830338919,0.895671734,201.84807,193.7626323,4-Seam Fastball,90,675,690,8.085437689,8.085437689,-15,11,15,11,30,0,15,11:15,11:30,-0H 15M
,"Severino, Luis",622663,R,FF,724,96.5,2267,17.4,0.830096912,0.924600487,209.5986875,206.4790671,4-Seam Fastball,92,660,660,3.119620449,3.119620449,0,11,0,11,0,0,0,11:00,11:00, 0H 00M
,"Sheehan, Emmet",686218,R,FF,558,95.5,2291,19.4,0.936572096,0.986963308,218.8768804,217.3582642,4-Seam Fastball,99,645,645,1.518616174,1.518616174,0,10,45,10,45,0,0,10:45,10:45, 0H 00M
,"Shuster, Jared",694363,L,FF,376,91.4,2123,16.6,0.806956546,0.930949842,141.4998022,149.0315269,4-Seam Fastball,93,75,60,-7.531724764,7.531724764,15,1,15,1,0,0,15,1:15,1:00,+0H 15M
,"Steele, Justin",657006,L,FF,1602,91.8,2402,10.2,0.468698057,0.59150992,167.0270914,189.2381059,4-Seam Fastball,59,750,705,-22.21101449,22.21101449,45,12,30,11,45,0,45,12:30,11:45,+0H 45M
,"Thompson, Zack",668868,L,FF,622,93.6,1803,16.1,0.860165563,0.979925736,149.4753063,152.5039165,4-Seam Fastball,98,60,60,-3.028610257,3.028610257,0,1,0,1,0,0,0,1:00,1:00, 0H 00M
,"Urquidy, José",664353,R,FF,418,93.1,2254,20.8,0.972720152,0.987606103,205.6759336,204.2165604,4-Seam Fastball,99,675,675,1.459373247,1.459373247,0,11,15,11,15,0,0,11:15,11:15, 0H 00M
,"Varland, Louie",686973,R,FF,446,95.3,2220,17.7,0.84636155,0.916058314,212.7828963,207.2512948,4-Seam Fastball,92,660,660,5.531601558,5.531601558,0,11,0,11,0,0,0,11:00,11:00, 0H 00M
,"Wacha, Michael",608379,R,FF,637,92,2050,19.6,0.942710537,0.992286821,206.0081997,203.0063224,4-Seam Fastball,99,675,675,3.001877243,3.001877243,0,11,15,11,15,0,0,11:15,11:15, 0H 00M
,"Waldichuk, Ken",686610,L,FF,1360,93.3,2302,18,0.835176502,0.919957819,136.6265909,143.8585496,4-Seam Fastball,92,90,75,-7.231958753,7.231958753,15,1,30,1,15,0,15,1:30,1:15,+0H 15M
,"Weathers, Ryan",677960,L,FF,590,95.1,2210,18.7,0.897536645,0.967067719,137.7318595,139.4974149,4-Seam Fastball,97,90,75,-1.765555481,1.765555481,15,1,30,1,15,0,15,1:30,1:15,+0H 15M
,"Wilson, Steven",621051,R,FF,331,94.4,2384,19.7,0.906427218,0.948044474,206.8113399,204.4960749,4-Seam Fastball,95,660,675,2.315265011,2.315265011,-15,11,0,11,15,0,15,11:00,11:15,-0H 15M
,"Anderson, Chase",502624,R,FF,418,93.2,2201,15,0.801629185,0.932715087,206.5071363,209.6942669,4-Seam Fastball,93,660,660,-3.187130649,3.187130649,0,11,0,11,0,0,0,11:00,11:00, 0H 00M
,"Anderson, Tyler",542881,L,FF,888,90.1,2217,18.7,0.874174822,0.971475958,158.2441282,164.0627204,4-Seam Fastball,97,765,750,-5.818592187,5.818592187,15,12,45,12,30,0,15,12:45,12:30,+0H 15M
,"Berríos, José",621244,R,FF,596,94.3,2227,17.8,0.842710872,0.917768859,217.7149552,211.3665978,4-Seam Fastball,92,645,660,6.34835738,6.34835738,-15,10,45,11,0,0,15,10:45,11:00,-0H 15M
,"Bielak, Brandon",656232,R,FF,422,92.1,2415,13.7,0.626921144,0.747495475,209.067591,195.7729936,4-Seam Fastball,75,660,690,13.29459746,13.29459746,-30,11,0,11,30,0,30,11:00,11:30,-0H 30M
,"Cabrera, Edward",665795,R,FF,500,96.2,2301,18.3,0.864860417,0.920934062,215.9840766,211.5306144,4-Seam Fastball,92,645,660,4.453462201,4.453462201,-15,10,45,11,0,0,15,10:45,11:00,-0H 15M
,"Chirinos, Yonny",630023,R,FS,337,85,1319,7.4,0.443252124,0.516941686,230.8675204,253.7860803,Split-Finger,52,615,570,-22.91855985,22.91855985,45,10,15,9,30,0,45,10:15,9:30,+0H 45M
,"Eovaldi, Nathan",543135,R,FS,566,87.9,1644,14.2,0.755800874,0.847831496,235.5658807,269.1872763,Split-Finger,85,615,540,-33.62139559,33.62139559,75,10,15,9,0,1,15,10:15,9:00,+1H 15M
,"Walker, Taijuan",592836,R,FS,777,87.9,1419,12.8,0.733722598,0.800093823,227.5348519,263.6793558,Split-Finger,80,630,555,-36.14450389,36.14450389,75,10,30,9,15,1,15,10:30,9:15,+1H 15M
,"Ryan, Joe",657746,R,FS,665,84,1441,12.9,0.734140552,0.810503082,236.6616838,264.497845,Split-Finger,81,600,555,-27.83616116,27.83616116,45,10,0,9,15,0,45,10:00,9:15,+0H 45M
,"Maeda, Kenta",628317,R,FS,498,84.1,1410,11.6,0.665629592,0.813928407,243.3416671,276.2275502,Split-Finger,81,600,525,-32.88588311,32.88588311,75,10,0,8,45,1,15,10:00,8:45,+1H 15M
,"Senga, Kodai",673540,R,FS,604,83.2,1124,8.8,0.561753721,0.614958586,246.3304035,267.4663496,Split-Finger,61,585,540,-21.13594615,21.13594615,45,9,45,9,0,0,45,9:45,9:00,+0H 45M
,"Yates, Kirby",489446,R,FS,464,86.1,1341,13.6,0.822484357,0.946929115,262.7805891,280.4414816,Split-Finger,95,555,525,-17.66089248,17.66089248,30,9,15,8,45,0,30,9:15,8:45,+0H 30M
,"Swanson, Erik",657024,R,FS,434,85.1,1220,14.2,0.865274436,0.948877419,229.3505744,250.7377415,Split-Finger,95,615,585,-21.38716715,21.38716715,30,10,15,9,45,0,30,10:15,9:45,+0H 30M
,"Gausman, Kevin",592332,R,FS,1127,86.3,1787,17.5,0.883834638,0.886846293,233.973701,259.2349974,Split-Finger,89,615,555,-25.26129648,25.26129648,60,10,15,9,15,1,0,10:15,9:15,+1H 00M
,"Gilbert, Logan",669302,R,FS,369,85.6,911,9,0.659169442,0.847112517,233.6564113,249.7643863,Split-Finger,85,615,585,-16.107975,16.107975,30,10,15,9,45,0,30,10:15,9:45,+0H 30M
,"Gonsolin, Tony",664062,R,FS,441,83,1483,14.7,0.80732859,0.93245868,249.5405372,271.0271502,Split-Finger,93,585,540,-21.48661295,21.48661295,45,9,45,9,0,0,45,9:45,9:00,+0H 45M
,"McGough, Scott",543518,R,FS,436,85.7,1197,9.1,0.579078637,0.906273613,218.2186631,230.4283807,Split-Finger,91,645,615,-12.20971764,12.20971764,30,10,45,10,15,0,30,10:45,10:15,+0H 30M
,"Cobb, Alex",502171,R,FS,751,89.6,1587,14.3,0.779412185,0.791205524,232.6101765,265.5752311,Split-Finger,79,615,555,-32.96505457,32.96505457,60,10,15,9,15,1,0,10:15,9:15,+1H 00M
,"Hader, Josh",623352,L,SI,739,96,2137,20,0.976961402,0.986597944,150.4493292,157.1477904,Sinker,99,60,765,-6.6984612,6.6984612,15,1,0,12,45,0,15,1:00,12:45,+0H 15M
,"Irvin, Jake",663623,R,SI,594,93.9,2275,18.7,0.879079184,0.872195306,220.902883,247.6175712,Sinker,87,645,585,-26.71468815,26.71468815,60,10,45,9,45,1,0,10:45,9:45,+1H 00M
,"Loup, Aaron",571901,L,SI,435,92.1,2205,20.1,0.947240905,0.946927896,115.9127071,100.8481758,Sinker,95,135,165,15.06453129,15.06453129,-30,2,15,2,45,0,30,2:15,2:45,-0H 30M
,"Lynn, Lance",458681,R,SI,382,91.4,2258,13.7,0.639951761,0.68846587,207.3803223,244.7484124,Sinker,69,660,585,-37.36809014,37.36809014,75,11,0,9,45,1,15,11:00,9:45,+1H 15M
,"Nola, Aaron",605400,R,SI,576,91.8,2222,19.9,0.93869495,0.937764211,225.5992786,246.2763261,Sinker,94,630,585,-20.67704752,20.67704752,45,10,30,9,45,0,45,10:30,9:45,+0H 45M
,"Smyly, Drew",592767,L,SI,925,91.9,2055,17.9,0.879986081,0.985619802,145.108252,151.4489211,Sinker,99,75,60,-6.340669161,6.340669161,15,1,15,1,0,0,15,1:15,1:00,+0H 15M
,"Webb, Logan",657277,R,SI,928,92.3,1872,16.9,0.860425571,0.81615747,242.5271178,271.3498752,Sinker,82,600,540,-28.8227574,28.8227574,60,10,0,9,0,1,0,10:00,9:00,+1H 00M
,"Bard, Daniel",453268,R,SI,345,94.9,2489,15.1,0.74158431,0.691657231,210.3881848,242.8432061,Sinker,69,660,600,-32.45502127,32.45502127,60,11,0,10,0,1,0,11:00,10:00,+1H 00M
,"Brito, Jhony",666745,R,SI,468,96,2115,20.2,0.982988555,0.911516823,221.7152229,243.4180839,Sinker,91,630,600,-21.70286104,21.70286104,30,10,30,10,0,0,30,10:30,10:00,+0H 30M
,"Chargois, JT",608638,R,SI,357,96.3,2259,20.2,0.959684104,0.950910535,235.3271269,251.2906024,Sinker,95,615,570,-15.96347547,15.96347547,45,10,15,9,30,0,45,10:15,9:30,+0H 45M
,"Davies, Zach",605200,R,SI,484,89.6,2114,19.3,0.941118753,0.945026613,225.9016806,244.793005,Sinker,95,630,585,-18.89132436,18.89132436,45,10,30,9,45,0,45,10:30,9:45,+0H 45M
,"Elder, Bryce",693821,R,SI,1019,89.5,1969,15.6,0.78637866,0.751424124,207.6455344,242.0430113,Sinker,75,660,600,-34.39747698,34.39747698,60,11,0,10,0,1,0,11:00,10:00,+1H 00M
,"Foley, Jason",671345,R,SI,719,97.2,2024,18.8,0.958495178,0.93922619,234.0000787,254.7709896,Sinker,94,615,570,-20.77091086,20.77091086,45,10,15,9,30,0,45,10:15,9:30,+0H 45M
,"Gibson, Kyle",502043,R,SI,784,91.9,2116,16.7,0.798075737,0.83946381,211.6571811,244.8172125,Sinker,84,660,585,-33.16003135,33.16003135,75,11,0,9,45,1,15,11:00,9:45,+1H 15M
,"Gray, Josiah",680686,R,SI,480,93.1,2119,19.7,0.956754375,0.985338598,219.3951807,231.5028242,Sinker,99,645,615,-12.10764353,12.10764353,30,10,45,10,15,0,30,10:45,10:15,+0H 30M
,"Holmes, Clay",605280,R,SI,668,96,2141,16.3,0.795268763,0.743869149,224.1974731,262.3029516,Sinker,74,630,555,-38.10547849,38.10547849,75,10,30,9,15,1,15,10:30,9:15,+1H 15M
,"Kelly, Kevin",687330,R,SI,492,90.6,2164,18.9,0.884144327,0.822423972,245.847906,275.453902,Sinker,82,585,525,-29.60599605,29.60599605,60,9,45,8,45,1,0,9:45,8:45,+1H 00M
,"Kremer, Dean",665152,R,SI,418,91.9,2001,18.9,0.929280523,0.94741361,222.0295391,242.2984483,Sinker,95,630,600,-20.26890924,20.26890924,30,10,30,10,0,0,30,10:30,10:00,+0H 30M
,"Manoah, Alek",666201,R,SI,469,92.6,2224,18.4,0.85810593,0.827199174,213.7093957,237.8933461,Sinker,83,660,600,-24.18395047,24.18395047,60,11,0,10,0,1,0,11:00,10:00,+1H 00M
,"Matz, Steven",571927,L,SI,1009,94.1,2228,18.7,0.907824129,0.992476672,119.5407412,125.011168,Sinker,99,120,105,-5.470426805,5.470426805,15,2,0,1,45,0,15,2:00,1:45,+0H 15M
,"Olson, Reese",681857,R,SI,345,94.8,2135,18.7,0.918000463,0.90738928,226.7407496,242.1823658,Sinker,91,630,600,-15.44161622,15.44161622,30,10,30,10,0,0,30,10:30,10:00,+0H 30M
,"Speier, Gabe",642100,L,SI,356,94.4,1999,19.4,0.961098288,0.922217574,131.9209543,106.7225395,Sinker,92,90,150,25.19841486,25.19841486,-60,1,30,2,30,1,0,1:30,2:30,-1H 00M
,"Topa, Justin",623437,R,SI,434,95,2101,18.4,0.895126349,0.857929318,247.5891205,275.0324084,Sinker,86,585,525,-27.44328796,27.44328796,60,9,45,8,45,1,0,9:45,8:45,+1H 00M
,"Walker, Ryan",676254,R,SI,449,94.8,2236,15.3,0.725056494,0.714183914,232.0671193,264.0566206,Sinker,71,615,555,-31.98950135,31.98950135,60,10,15,9,15,1,0,10:15,9:15,+1H 00M
,"Abreu, Albert",656061,R,SI,560,97.4,2133,19.7,0.967326119,0.995421789,220.0706052,225.475747,Sinker,100,645,630,-5.405141737,5.405141737,15,10,45,10,30,0,15,10:45,10:30,+0H 15M
